POINT_TYPE,AveTree,AvePFG,AveAFG,AveBG,AveShrub,AveLit,DensOil,DensRoadway,DensWind,DistHighway,DistOil,DistRoadway,DistWind,Ruggedness,VarAFG,VarPFG,VarBG,VarLit,VarShrub,AvePrecip,AveTemp,AveCrop,DistTrans
RANDOM,13.98062134,64.61712646,5.969554424,4.00996685,4.358269215,5.354451656,1,866.835022,0,8.963984375,4.962682617,0.486277405,7.133550781,27.35931396,4.768748283,21.17122459,4.713346481,2.272324324,6.676988125,671.0773315,26.43392181,0.021446802,6.709092773
RANDOM,1.946386099,46.72421265,21.20116997,13.30466461,2.627147436,11.23137093,1,2882.907471,0,3.579130371,4.731314453,0.033722675,12.36887012,8.095309258,19.93882942,22.25777245,13.29183865,7.609791279,2.163536787,556.1690674,25.49177933,0.824752212,3.321586182
RANDOM,2.832623482,57.88737488,12.58594513,11.1110363,3.413566113,7.84867382,28,1644.815063,0,1.618824829,1.048479614,0.76591095,15.59265137,14.89066982,11.46753693,24.18432999,12.61326218,5.393526554,2.169818163,561.6896362,25.7042675,0.420645654,1.577520508
RANDOM,2.670982599,70.61305237,13.48183918,5.527469635,1.594002962,4.563284397,15,478.1849365,0,3.140197998,1.958702637,1.204015381,31.21120117,9.956209183,12.15038681,20.85847092,7.654641151,3.118139505,1.708178043,592.9042969,26.72909355,0.154173315,13.84801563
RANDOM,3.525053263,67.95648193,10.00149536,6.745592594,2.691856384,5.548240185,3,1231.565674,0,14.18474414,2.421258301,0.074206451,31.84453125,20.40135574,9.292259216,20.59976006,7.948787689,3.550787926,1.971536636,556.2806396,26.3175354,0.121678904,14.47843359
RANDOM,6.46445322,58.4264946,10.97712326,6.176675797,8.969121933,6.05719614,45,1756.043945,0,8.826038086,0.571055054,0.30572702,29.41460938,22.57470131,8.229644775,16.00542259,6.775192261,3.197393179,8.985600471,601.9379883,26.02704239,0.065694265,25.78911719
RANDOM,5.842373848,60.56453323,7.564864159,13.14561844,2.706815958,7.025866508,32,1496.614746,0,16.68149609,0.86961853,0.636197205,54.66449609,15.31601238,6.798401356,19.3006916,12.14740467,3.017402172,1.663770676,667.7850342,27.10954475,0.076696537,4.130995117
RANDOM,4.470141888,53.24258804,16.11250305,9.671875954,2.923358917,9.58387661,7,3085.040283,0,1.634820313,0.916300598,0.04940699,14.79835449,5.958208084,11.54256344,21.48333359,9.018642426,4.879991531,3.010730028,655.4625244,25.98074913,0.602602601,18.04138281
RANDOM,11.50887108,48.37950134,14.43663979,10.63718033,3.370944023,7.983197689,25,1414.278931,5,8.095206543,1.290424561,0.605981751,4.201827148,19.41074753,8.369830132,19.82139587,11.48149586,3.256585836,3.220485449,736.9994507,26.581604,0.137423664,0.624733337
RANDOM,1.819610119,46.16807175,24.80634308,11.6403017,1.999943614,11.42424774,6,3317.671387,96,3.282891357,3.790773926,0.010606964,0.30969809,10.05213356,20.72628784,24.49943352,10.90259552,9.108175278,2.055019617,565.4439087,25.64652443,0.750276804,1.860767578
RANDOM,2.371912479,65.03022003,12.52257061,7.332270622,4.186454773,6.358081341,9,996.2287598,0,0.07094075,1.408517456,1.265707764,21.38732031,10.73119736,10.63943958,19.28033829,8.152673721,3.214423418,4.273265362,556.6550903,26.42776108,0.109752886,1.344466187
RANDOM,13.34661961,44.49455261,7.448149204,10.26943302,9.223604202,12.15855694,0,2975.903076,0,2.281865723,6.193008789,0.535414734,13.73750195,21.50721359,5.85307312,19.96425629,7.245623589,4.098437309,8.382209778,693.8413696,26.34278107,0.108247243,1.84703772
RANDOM,9.579691887,58.98288727,10.07104683,6.678899288,5.758201599,6.543755054,92,1735.026978,29,5.414153809,0.475146515,0.895602173,1.46279187,29.66345024,7.86841917,22.26831245,7.424809456,3.705566406,7.844742298,630.9972534,26.62542152,0.130625278,0.706220276
RANDOM,6.497117996,68.89703369,9.188560486,4.649535179,2.861254454,5.467264652,35,1105.531494,0,9.821618164,0.35415332,0.168176682,33.07010547,15.66344738,6.100959778,19.14475822,6.970898151,3.300495863,4.554867744,710.2618408,27.16846085,0.138742343,0.597571045
RANDOM,10.94301033,50.92014313,18.08657074,8.86380291,2.594068766,5.774411678,50,2551.439941,0,2.262309082,1.250647095,0.492734985,8.830910156,19.07171249,12.68947506,22.33140755,10.25894737,3.872610331,2.809419632,722.1499634,26.76642227,0.438174754,2.716231934
RANDOM,8.132408142,47.25492477,4.326619625,4.208306313,27.65670967,7.906208515,6,679.8043213,0,7.123064453,3.39398584,0.097128601,8.139802246,19.96240807,4.569460392,19.28235245,4.541084766,3.372910261,21.03083801,629.4335327,26.01972961,0.023038981,9.487584961
RANDOM,2.767792225,56.40769958,12.67849541,5.062311172,11.35478973,6.589433193,22,767.0102539,0,3.147171143,0.455323425,0.975602356,30.1710332,15.27808475,9.518331528,14.20765781,5.666247845,2.612812757,10.22441578,593.68573,25.97272873,0.017807519,18.13792188
RANDOM,1.840587497,61.11019135,18.7260437,3.69525075,4.904139996,4.749654293,42,1013.77179,0,4.446342285,1.244140991,0.483830566,48.33014063,20.36015129,13.39204311,16.42251968,3.271724463,3.030970097,4.371100426,517.2975464,25.90778732,0.157195106,14.11374609
RANDOM,6.743956566,60.65890884,13.01768684,9.096226692,2.494748592,5.88815546,71,2616.237061,0,5.270869141,0.279653198,0.202335159,53.10915625,15.02177715,9.884905815,22.46123505,12.44909573,4.74102354,2.986606359,708.5981445,27.3225975,0.306531817,8.230182617
RANDOM,5.552706718,47.5866127,23.68959999,9.533055305,2.482054949,8.433218002,6,3112.647461,1,1.953592896,2.961813965,0.686888367,4.764770508,5.966769218,13.30471706,19.8438282,7.841011524,5.098790646,2.342766047,720.8878784,26.32299423,0.779535294,6.696765137
RANDOM,2.911098003,64.51590729,10.77078247,4.931219578,4.216213703,5.000272751,46,1274.511353,0,1.042728271,0.442170532,0.458292572,24.10263281,14.60297394,7.767816067,11.96318626,3.842517614,1.94957006,2.344116449,584.7235718,25.76712418,0.012402526,0.706220276
RANDOM,1.281929016,61.67179871,13.2989006,8.72453022,2.063778162,10.34445667,61,1651.703613,0,8.330674805,0.395489349,0.39985141,64.64391406,5.623176575,12.25870991,20.00334358,9.205611229,6.084026814,1.979572773,461.9061279,25.60727692,0.759123445,4.404736816
RANDOM,5.003018379,41.606884,23.08583641,14.6236124,2.258318901,11.25487804,1,2850.549561,0,0.348713471,0.212144501,0.028264412,44.17867969,6.097280979,17.79282379,18.52531242,12.72279358,7.527253151,2.465807438,613.6935425,25.87033463,0.84420675,0.886840332
RANDOM,3.990606785,46.07512665,25.40319443,10.58078289,2.535593748,9.618572235,1,1561.421875,0,0.40655896,2.662045898,0.081066116,61.90967969,3.53558135,15.91988659,20.0537529,9.828860283,6.123495102,2.380962849,633.4959717,26.06926346,0.934594154,8.078906738
RANDOM,4.265267372,59.02314758,19.88321877,6.170244217,2.460203171,5.816573143,4,2522.194824,0,1.271325073,3.085524658,0.360242401,11.30918945,19.42170906,14.54522514,20.67547417,7.656031132,4.203442574,3.036744356,623.21698,27.42552948,0.286056489,1.735840088
RANDOM,2.502458811,62.30467224,10.61196232,8.611200333,4.124425411,9.163653374,1,329.5803833,0,9.417452148,4.357668945,2.276329346,27.06846094,14.88657379,8.050414085,19.26194382,9.105614662,4.383358479,3.662506819,625.3795166,26.93513298,0.072804064,14.01575684
RANDOM,2.909847498,44.28675079,26.75600052,12.03974533,1.921375036,10.40871429,5,3300.986816,38,2.4384729,1.94376709,0.238457962,0.063193783,6.228915215,23.08621597,20.32225418,12.34120846,8.601046562,2.152490854,583.0722656,25.66667938,0.756795347,5.839393066
RANDOM,2.013098001,66.90393066,14.21392918,4.49952507,3.621355295,5.099903107,0,448.7206116,0,2.207732666,6.314582031,2.290666748,13.32860059,27.56751633,9.351045609,12.80308437,5.426610947,2.267296076,1.843607426,563.2728271,26.05959129,0.036736928,3.775562256
RANDOM,3.201555252,56.22569275,2.952808142,18.14378548,5.400299072,10.86501598,2,2353.787842,0,0.520287964,4.767664063,0.03150252,40.47240234,16.64447975,5.183545589,14.54794693,7.578888893,3.303198099,2.220713377,552.0059814,25.80257797,0.081125505,0.244460877
RANDOM,1.31928575,50.23630905,26.03170586,9.050473213,2.466973305,7.985529423,22,2318.648438,0,3.500723877,1.196376099,0.291974579,26.23674219,13.02075863,25.16127968,25.53195,10.67476463,7.633074284,1.926054478,533.6218872,26.07765579,0.530811846,16.5432793
RANDOM,6.751450539,62.34489059,8.976352692,9.320827484,2.595742464,7.56521225,9,1600.393677,13,2.690966309,1.874987183,1.097892822,3.177991455,22.89731979,7.135318279,17.70943069,6.884388924,3.439096689,1.714405775,633.3909912,26.80303192,0.045168653,7.752356445
RANDOM,3.362594366,56.65645599,16.61143494,9.433979034,2.977696896,8.352815628,3,2116.055664,0,0.88754303,1.281244019,0.159105042,29.06915234,4.495053768,11.77996159,22.53804016,9.472024918,5.616683483,3.110762119,565.7307739,26.7603035,0.381978512,16.933
RANDOM,9.387050629,56.09027481,9.669656754,6.883811474,7.887168407,7.421078682,35,1851.803833,0,2.832695801,0.665892456,0.742416748,23.70229102,22.93633842,8.447083473,19.38851929,7.154518604,3.745244026,9.46526432,625.8519897,26.47385597,0.127468601,6.328820313
RANDOM,2.543285131,30.27292061,21.67533684,24.12580681,2.813705206,15.74916553,0,2920.739014,0,11.71916992,8.840448242,0.547811035,31.64796094,6.781281948,16.19023323,20.72536278,15.10934258,6.28582859,2.560460806,477.9052124,25.89998817,0.639050305,8.538694336
RANDOM,10.46809196,58.02776718,12.29906082,7.887450218,3.610551596,5.766278267,9,2108.363281,0,3.45853833,1.874987183,0.406762238,6.154049316,22.86898422,7.534548283,18.20768356,6.213798523,3.210382938,2.904285908,674.2556152,26.60439491,0.119923078,0.624733337
RANDOM,2.189033747,38.71896362,11.03264809,23.49682426,7.085639954,12.80761433,3,977.4237061,0,3.967685059,3.160298096,1.006132629,21.40035742,15.49813175,9.52073288,18.24191093,11.38538456,4.415447235,4.524843693,457.0513,25.91240501,0.053238969,2.064336182
RANDOM,6.35574913,55.83201218,16.90036011,8.929451942,2.759489536,7.155585766,56,2200.306396,0,10.18071875,1.687564941,0.186852814,7.376376465,11.87412834,11.55282116,24.71567917,10.35916233,4.916579247,3.351782322,692.1818237,26.25566292,0.443943322,9.308713867
RANDOM,5.224253178,48.31182861,19.99002457,11.77470303,1.999473453,9.705612183,8,1658.230713,0,5.121041504,1.337589111,0.146667343,13.36397168,7.215290546,18.00152779,23.94688797,10.25777531,6.610870361,2.219360113,598.977478,25.65250969,0.210398957,3.042179688
RANDOM,2.231841087,47.62430954,23.03939629,10.89131451,2.636136293,9.981993675,40,2773.839355,0,1.551166016,2.349344238,0.053208702,42.38480078,3.26099968,19.61272621,20.79741287,11.45934963,6.837997913,2.355288982,494.2406006,25.52946663,0.833603024,8.512733398
RANDOM,10.38538647,52.28316116,13.90214634,9.806963921,3.338316679,6.801397324,5,2181.781006,0,0.922007446,1.225017578,0.065483635,12.58364746,14.11015224,11.03963852,22.42929077,10.28175831,4.355325222,4.113558769,678.4762573,26.95625687,0.43327114,1.619976807
RANDOM,3.924863338,59.66644287,11.90989399,8.803390503,3.295713425,9.915845871,4,458.7328491,0,20.78911719,3.02625293,2.45375293,45.25869141,15.65764523,9.329860687,17.77746201,8.477632523,5.267206669,3.526399136,654.1815186,26.57050896,0.015273101,21.02363477
RANDOM,5.664043427,35.06653214,25.25419044,16.96953583,2.437712193,11.87425804,6,3297.782715,0,5.77659082,0.777810425,0.608790222,24.25601172,7.823304653,14.20827484,21.15949059,10.64664936,5.313141823,2.159436464,728.8521729,26.36640739,0.651800692,2.757477051
RANDOM,8.342312813,60.64792633,12.7794981,6.255423069,2.560191154,6.353276253,96,1267.924805,0,5.616394043,0.489675659,0.708017639,19.29112305,15.45396519,9.866488457,19.03129005,7.180071831,4.490847588,2.682071209,691.345459,27.05470467,0.166632682,2.977589844
RANDOM,8.834955215,40.83078003,24.76528168,11.7045126,3.021785975,8.540624619,0,3577.389893,0,0.07075766,6.215483887,0.313072205,17.64129883,6.166558743,16.88374901,20.07051659,12.80551243,6.106611729,3.611335278,646.2365723,25.78300858,0.549734354,4.128672363
RANDOM,19.33091736,56.30672455,7.068686485,4.100429535,6.0484519,5.371460915,3,1385.723511,12,4.264791504,1.023914978,0.693771301,3.153549316,29.92329407,7.09071207,23.17988777,4.127622128,2.582751751,10.16866112,688.5441284,26.29444504,0.068976492,3.288436035
RANDOM,9.451600075,52.97097397,10.86535358,7.468045235,8.709514618,7.969620228,47,1961.424438,0,2.032090088,1.25682605,0.622278015,31.18354297,22.72146225,8.898514748,18.96741486,7.356034756,3.721050739,9.029816628,617.8919067,26.33355522,0.168490916,1.276629028
RANDOM,4.093584538,45.36934662,27.52434731,10.53727722,2.291030884,8.17021656,7,2587.006104,0,3.109874756,1.735840088,0.622352722,23.98952734,14.64430809,19.18685722,21.64756775,12.65124226,6.631854534,2.365583897,563.0890503,25.70719719,0.567479491,0.624733337
RANDOM,5.789117336,59.16123581,11.49173069,6.986290932,6.771167755,6.564563274,50,1110.196655,0,3.736490479,0.489675659,0.886153565,32.88878906,25.74008369,8.825642586,16.24583054,6.757354736,3.838400841,5.239193916,591.8330688,26.37823486,0.06911312,17.50602539
RANDOM,3.975186348,46.84966278,26.51321602,10.15210629,2.019275427,8.703318596,0,1844.074219,0,12.32758105,12.20189941,0.344459076,58.02682031,9.095368385,18.37435341,17.35196877,9.960822105,6.30435133,2.102778196,621.0907593,25.8306694,0.824232221,4.867514648
RANDOM,20.64357376,55.13375092,7.825749874,5.370643139,3.579174995,5.565644741,2,1790.109741,0,4.533131348,1.448798462,0.087039101,5.488819824,23.95499611,6.627821922,21.50207901,5.229392052,3.12528944,4.559771061,690.2836914,26.39622879,0.061218787,1.792713013
RANDOM,2.407087803,71.94287872,6.791684151,7.089766979,3.034799099,6.112145424,43,3338.431641,0,2.680327881,0.500848419,0.223899979,37.86054688,12.2596674,6.11954689,17.86299324,7.510807514,3.757087231,2.474133015,576.0159302,25.66578484,0.200403735,2.716367676
RANDOM,4.74744463,48.48497009,18.51965714,10.3607893,3.017629862,10.67935085,140,2054.026855,0,1.956652466,2.074319336,0.058756924,46.60583203,2.409544945,13.27747536,22.49028587,9.053785324,6.174394608,2.461788416,669.2323608,26.26258659,0.608401358,7.507077148
RANDOM,7.501274109,48.13505936,21.59998322,8.250449181,3.664175034,8.085385323,34,3243.28833,0,4.739578125,1.398265991,0.071756088,41.76004297,5.427893639,13.37871456,20.03714943,8.0668993,5.223688126,4.705084801,622.390625,25.9134407,0.623185933,1.684063843
RANDOM,2.374874353,69.61457825,10.95155716,5.964147568,3.254059553,5.211860657,26,1044.386841,0,12.40287988,0.424289002,1.546792725,30.04550391,24.55064583,8.726007462,14.0667963,4.752809048,2.509999752,1.724129438,550.194458,26.48770714,0.045147199,15.94971777
RANDOM,7.163869381,56.50198746,13.76476479,10.40817833,2.307100058,6.199467659,3,1912.691528,0,2.723506104,1.452104736,0.311753326,13.45672266,16.3632412,10.64921379,25.31219101,10.48419857,4.757216454,1.630350471,648.34552,26.89829636,0.365933686,14.77120801
RANDOM,1.396039605,71.42069244,11.09097099,3.871174335,3.720374584,4.294725895,14,910.9868774,0,5.137541992,1.167979736,0.136997086,12.76489258,21.15207481,7.445132732,12.94238949,5.092338085,2.120443344,2.294982195,540.1639404,26.18151474,0.031381838,11.69119336
RANDOM,3.601534605,42.91373062,21.11420441,15.01161194,2.923838615,11.23000717,2,2399.810059,3,5.460965332,3.691777832,0.534228821,1.97109375,13.89096451,14.56202126,22.30947685,11.68822765,6.447870255,2.907108784,631.638855,25.9652729,0.27929914,4.481371094
RANDOM,5.370972157,50.46714401,5.355109692,17.44331551,4.53233099,13.22037888,91,1077.125854,0,5.309585449,2.320431641,0.105123268,22.11199609,19.5419693,6.557125092,16.08922386,9.744352341,3.929668903,3.021110058,681.3677979,26.95711136,0.161098108,1.116632324
RANDOM,8.042969704,56.83635712,10.92601967,8.084961891,4.716171741,7.8539958,1,1829.758911,36,2.712755371,4.010928223,0.534953552,1.090897705,26.68784714,8.238567352,18.46578979,6.632963657,2.978137255,4.952423096,654.3376465,26.71284103,0.169876143,1.086492798
RANDOM,8.83641243,52.86916351,12.57147408,8.104171753,5.877605915,8.220736504,3,3088.823975,0,0.459613556,3.153754639,0.459613556,26.40961328,10.07609272,9.356324196,23.91780853,8.252339363,5.466086864,8.439955711,639.9239502,27.13956451,0.380388826,3.940877197
RANDOM,5.730303764,60.69822311,7.486916065,12.85650635,2.971387625,7.681598186,4,1435.405273,0,2.124875977,3.465405273,0.385714691,32.6809668,18.7551384,5.944743156,20.71315193,10.99336433,3.714814425,1.931873918,676.5687256,27.10686493,0.134398729,6.166803711
RANDOM,2.189623117,73.04511261,11.09285164,4.83974123,2.141942501,4.985726833,18,407.2553406,0,9.3370625,1.009400879,2.783657959,30.35288672,5.430393696,9.396243095,17.10177422,5.575032711,3.88868022,1.635579944,572.0963745,26.64047432,0.075675145,12.90693262
RANDOM,4.098436356,53.00863266,17.71792984,8.966997147,3.372993708,8.984344482,0,742.7382813,0,0.025717577,20.83165625,0.06158429,17.23671289,11.19911385,16.2002697,19.11037254,10.20321655,5.992233753,3.037925243,545.7005615,25.34385109,0.699305296,5.763598145
RANDOM,2.70414567,51.26002121,21.90820122,10.32204056,2.062339544,8.91650486,2,2011.198486,0,8.887695313,4.864785645,0.931869873,7.490851563,10.33526516,18.17949677,23.54284477,11.85135269,7.748646736,1.814932585,567.4042969,25.53207588,0.612042665,2.58042041
RANDOM,5.089409828,56.55464172,12.46870327,5.933269501,10.87787819,6.360760689,5,2525.269043,0,2.676030762,3.572645264,1.089502197,27.10274219,22.79418182,7.986783028,20.80005455,7.480234146,3.727626801,13.0474329,530.5964966,26.15713692,0.075772017,8.238962891
RANDOM,2.701146126,67.73429108,8.855010986,5.509247303,6.247985363,6.739979267,2,1462.505493,1,5.230646484,1.917782837,1.178102783,4.404674805,13.01083088,5.256947517,12.6143198,3.753165483,3.137728453,5.668517113,637.6897583,26.64617348,0.046189014,3.449935303
RANDOM,5.03725338,66.46575165,9.996972084,6.754938602,2.616898537,6.050802708,3,2601.766113,0,2.058347656,1.018134155,0.453973053,36.22069531,11.62464905,7.682247162,19.69572258,8.814339638,4.302559376,3.201891899,683.9790039,27.31875801,0.306578159,5.016873535
RANDOM,3.718315363,37.08671188,28.35529709,14.43979931,2.186238289,11.44957829,2,2212.141357,0,6.355631836,1.80603894,0.19007222,13.72675684,7.967478752,20.33291245,23.11223984,11.73065186,7.634459496,2.385249138,612.5804443,25.64944077,0.524924397,1.982849243
RANDOM,2.387812376,51.64078903,4.116461277,21.93331718,5.007794857,12.50820351,22,2834.920654,0,2.895163086,0.425157532,0.395628388,17.70570703,19.80062866,5.865752697,20.20776367,11.25593662,3.975677967,2.81991148,498.0758972,25.8214817,0.153278917,1.005005798
RANDOM,7.036068439,65.66824341,9.852444649,5.561131477,3.906321287,5.730303764,177,1441.714233,0,4.653688965,0.190136231,0.737701965,18.19831445,16.1307869,7.739191055,15.85220718,5.891221046,2.78219223,4.75842905,662.1397705,26.81451607,0.061922349,3.243367432
RANDOM,6.676699162,59.12666321,9.264195442,10.52029514,3.32151413,8.593702316,2,1093.918701,67,9.775280273,3.726290039,0.98829187,0.951069153,25.47648811,6.289315224,17.17684364,7.303310394,3.637748957,2.52493906,622.4551392,26.60129547,0.059311684,1.457682983
RANDOM,3.331753731,70.07138824,6.757637501,5.766447544,5.6892519,6.575235367,34,752.5099487,0,14.78829395,1.348849121,2.972633057,41.30492578,15.09521866,3.50181365,9.483465195,2.751123428,2.088527679,3.680863857,594.0864868,26.19425964,0.000512885,19.38112891
RANDOM,9.542420387,48.40347672,21.49581146,7.541084766,2.954980135,7.754553318,44,2140.972412,0,2.162056396,0.242947174,0.107747757,59.90292578,3.880194187,12.53040791,19.66331291,7.614655972,5.70836544,3.015679359,651.4596558,26.27026367,0.687912703,2.027189941
RANDOM,2.80570364,68.44333649,11.73074532,6.025368214,3.21181345,5.288115978,26,1080.644775,0,9.754385742,0.307306549,0.955686096,34.85566016,22.54125214,7.210132122,12.42903042,4.066651821,2.188655615,2.159004927,553.6386108,26.65007782,0.046063401,18.20288867
RANDOM,8.311914444,50.86328506,21.5136013,7.689261436,2.478491545,6.60803175,17,2676.375977,0,0.416194489,2.126655273,0.591342163,54.80208203,6.181786537,12.40412521,21.47310829,9.096581459,4.253847599,2.653816938,655.7277222,26.52141571,0.607734203,3.911374023
RANDOM,1.912875056,40.74090958,20.80478287,19.23100471,2.153169155,13.25233936,0,1937.143799,0,1.218356689,16.12620703,0.386018097,7.519253906,10.92542171,15.87199497,25.08384323,13.6359663,7.617030621,1.880017042,523.9823608,25.4440136,0.55444324,8.44765625
RANDOM,1.998824716,63.90116882,5.462328434,14.39164829,4.559767723,8.027916908,1,2702.773193,0,0.46572345,4.514586426,0.391383484,53.72317578,20.11126518,5.122556686,15.12112904,8.374221802,2.75451231,2.06500721,566.7786255,25.9764061,0.115895212,0.217298554
RANDOM,2.241290808,71.32435608,9.860624313,7.031245232,2.62296319,4.404294968,3,594.4912109,0,3.412188477,1.252121094,3.412188477,47.29285938,33.14395523,7.061209679,16.09875488,8.39851284,3.309718847,1.760157943,556.2785034,26.24930573,0.072305828,31.22079102
RANDOM,7.662717342,55.79089355,12.74902439,6.862128735,6.6431036,7.138031006,5,1677.593506,0,0.212063538,1.882056641,0.212063538,18.07617188,16.6215992,7.783041477,19.00584412,7.420032978,4.65842247,7.216267109,641.9230957,27.25091171,0.222617283,4.210159668
RANDOM,2.182749987,74.28181458,11.38512325,2.778191566,2.960885048,3.229095459,0,1934.84314,0,1.719701782,5.617611328,0.659691467,37.26075781,24.43874359,9.257718086,14.02112484,3.616615534,1.899155498,3.310564041,637.1838989,26.66711998,0.008942865,13.87672852
RANDOM,3.053952456,48.34053421,20.11092377,10.60963058,3.35026741,10.50612545,0,2942.310059,0,7.290568359,6.185021484,0.69206488,14.7050625,9.254673004,17.01755905,22.84554291,12.49571896,6.944039822,2.498182058,516.6080933,25.65634346,0.784219384,0.806679749
RANDOM,2.959154844,53.33451843,12.18772411,13.99575901,4.913392067,10.47357368,2,2617.488525,0,8.680100586,4.809878418,0.250416107,31.33509961,14.63903522,10.42567444,20.01195526,9.614973068,5.212945938,3.159980297,577.9454956,26.14038849,0.217715889,5.102830566
RANDOM,6.922531605,58.80495071,8.742376328,9.31607914,6.609930992,5.184762001,1,1891.877319,0,4.830784668,4.145258301,0.908113648,14.49887207,12.93465614,7.340904713,21.98548698,16.04615211,3.185204744,7.429347038,614.9690552,26.43802071,0.055978797,4.752241699
RANDOM,3.002943039,64.24407959,9.033021927,6.423429489,4.795586586,6.505608559,6,2110.346436,0,3.536480713,3.406137451,0.018283621,9.8756875,13.5610075,7.778687,15.70402336,6.289198875,3.478080511,3.457831383,475.8130798,26.02350426,0.065135323,3.558263916
RANDOM,3.959436893,69.32917786,10.20879555,6.580105782,2.839844704,4.832642078,1,1845.496338,0,0.91054541,4.157875977,0.201341705,8.84593457,28.09662056,9.194046974,17.55596733,6.441948891,2.738037109,1.806021571,629.6748657,26.87578583,0.109712392,9.027089844
RANDOM,3.94844532,63.53079987,13.41909504,5.949093819,3.344861031,7.055588245,5,823.7920532,0,7.830874023,3.893413086,1.614038696,37.17158984,18.79835892,9.014432907,17.51018715,6.990249157,3.288493395,4.501815796,663.1062012,26.53043556,0.01396039,7.887602539
RANDOM,3.594162941,52.05653,14.92154408,8.428149223,5.164283276,9.006873131,3,2049.861572,0,2.56748291,4.730456543,0.308829559,17.31931641,16.58430672,10.16007423,18.06312943,7.522825718,5.478478432,3.555745602,455.440033,25.83613586,0.308027446,2.933530518
RANDOM,1.577275634,43.84277725,22.78203773,13.11600018,2.672044992,13.08008194,9,2596.72168,0,9.286108398,0.997267822,0.200577942,12.71916016,9.809797287,20.6764183,23.03007889,10.52677631,8.521167755,2.194264889,568.9864502,25.55220604,0.637417972,0.212144501
